 , C001, C002, C011, C012, C014, C016, C017, C021, C022, C023, C025, C026, C028, C031, C035, C036, C039, C040, C042, C044, C049, C050, C051, C055, C058, C059, C061, C064, C069, C075, C079, C080, C081, C084, C085, C088, C094, C099, C100, C113
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
110.6, 55.86333, 236.6839, 264.8718, 1858.56, 1499.224, 620.207, 436.9404, 554.0085, 76.54633, 2872.551, 915.2512, 1042.282, 92.07347, 741.5464, 0.003625934, 478.1779, 688.2319, 170.3652, 1090.049, 189.9815, 12.85996, 357.8292, 0.4200841, 1558.255, 986.095, 1666.024, 857.9594, 621.5657, 655.699, 1556.169, 1004.978, 1922.739, 1785.954, 855.8055, 1330.342, 1021.743, 2470.297, 2059.311, 2731.968, 595.6725
110.7, 53.46338, 226.3111, 253.7061, 1991.777, 1427.548, 593.5079, 418.9229, 529.9751, 408.6894, 2811.28, 991.3078, 999.924, 88.24615, 747.8074, 0.003463792, 457.3701, 718.3708, 162.6388, 1043.571, 264.6262, 12.32756, 340.957, 0.402376, 1515.933, 937.6743, 1657.19, 818.6549, 642.3358, 626.7352, 1529.5, 956.9899, 1835.631, 1811.457, 848.727, 1329.256, 1112.864, 2574.702, 2080.989, 2617.584, 614.7097
110.8, 51.16653, 216.3928, 243.011, 1905.185, 1431.185, 609.2674, 401.6484, 554.8106, 390.9714, 2758.605, 948.3235, 998.7168, 84.57793, 729.9025, 0.003308901, 437.4677, 722.376, 155.2629, 999.0743, 253.2021, 11.81719, 324.8803, 0.3854143, 1505.007, 891.6313, 1659.312, 781.1511, 613.0669, 599.0507, 1587.084, 911.2932, 1940.903, 1731.395, 906.0436, 1285.129, 1091.021, 2629.201, 2118.689, 2507.989, 701.3987
110.9, 48.96836, 206.9092, 232.7668, 1822.358, 1362.762, 673.7114, 496.0175, 530.7424, 374.0215, 2841.598, 920.2794, 994.0361, 81.06218, 729.2064, 0.003160936, 418.4315, 683.8293, 148.2214, 956.4752, 332.2325, 11.32795, 309.5617, 0.3691677, 1440.494, 897.2756, 1647.612, 899.335, 585.1317, 572.5892, 1518.421, 867.7786, 1971.381, 1654.873, 866.9439, 1368.393, 1038.941, 2680.08, 2129.266, 2402.982, 759.5222
111, 46.86462, 197.8413, 222.9544, 1762.738, 1297.611, 720.6527, 475.5639, 507.7182, 357.8065, 2753.319, 909.6949, 1003.929, 77.69258, 699.7746, 0.003019588, 400.2235, 647.3396, 141.4993, 1087.147, 317.8899, 10.85897, 294.9654, 0.3536058, 1378.746, 969.3121, 1698.511, 936.9534, 558.4693, 547.2965, 1452.728, 826.3418, 1920.897, 1726.627, 913.7057, 1305.075, 1048.538, 2569.248, 2041.852, 2448.586, 726.6274
111.1, 44.85126, 189.1707, 213.5557, 1732.518, 1295.918, 740.1129, 455.9537, 485.6929, 342.2944, 2719.607, 983.8895, 1060.37, 74.46305, 771.7141, 0.00288456, 382.8079, 612.797, 342.1575, 1040.792, 304.1664, 10.40941, 281.0573, 0.3387, 1410.459, 946.8688, 1621.396, 894.0302, 533.0219, 523.1211, 1573.204, 786.8836, 1861.545, 1650.315, 874.2754, 1373.099, 998.4868, 2571.372, 2009.626, 2375.771, 695.1573
111.2, 42.9244, 180.8802, 204.5532, 1733.97, 1233.963, 708.252, 437.1522, 464.623, 327.4549, 2604.994, 941.2269, 1028.136, 71.36776, 740.5667, 0.00275557, 366.1501, 580.0976, 326.64, 1073.685, 291.0354, 9.978452, 267.805, 0.3244225, 1468.552, 957.7866, 1547.782, 853.0732, 508.734, 500.0135, 1505.141, 749.3096, 1936.235, 1668.367, 836.5466, 1309.563, 950.8244, 2596.217, 1991.447, 2377.268, 665.0502
111.3, 41.08031, 172.953, 195.9302, 1753.459, 1246.651, 723.6019, 538.5081, 444.4672, 313.2586, 2650.122, 900.4142, 986.353, 68.40114, 710.6764, 0.002632349, 540.403, 661.9708, 311.8264, 1069.544, 278.4713, 9.565339, 255.1776, 0.3107469, 1441.92, 910.7559, 1618.587, 862.5257, 485.5528, 477.9267, 1440.022, 713.5297, 2065.749, 1594.63, 800.446, 1248.967, 972.8754, 2488.853, 1968.817, 2277.734, 743.501
111.4, 39.31546, 165.3732, 187.6707, 1741.277, 1187.051, 692.4518, 516.3024, 425.1858, 299.6779, 2595.328, 861.3713, 1045.816, 65.55783, 807.8743, 0.002514638, 516.8875, 626.6474, 297.6845, 1023.94, 266.4495, 9.16933, 243.1456, 0.2976477, 1399.163, 1016.86, 1545.101, 930.2516, 509.0231, 456.8155, 1442.036, 679.4584, 1972.162, 1605.183, 765.9034, 1287.435, 966.2438, 2415.858, 1997.701, 2267.584, 711.3001
111.5, 37.62642, 158.1256, 179.7594, 1710.022, 1130.301, 756.2532, 495.0123, 406.7408, 286.6859, 2596.14, 824.0212, 1014.348, 62.83272, 775.2674, 0.00240219, 494.3953, 619.0633, 284.184, 980.2808, 254.9467, 8.789716, 231.6809, 0.2851008, 1366.308, 966.9288, 1520.721, 924.452, 485.8288, 436.6368, 1423.887, 777.3354, 1964.827, 1647.94, 804.5416, 1248.305, 920.1205, 2546.088, 1989.832, 2243.109, 680.4938
111.6, 36.00994, 151.1956, 172.1816, 1691.776, 1352.183, 723.6974, 667.1207, 389.0959, 274.2571, 2540.991, 788.2908, 1076.237, 60.22088, 870.6463, 0.00229477, 472.8818, 715.8891, 271.2957, 1136.591, 362.2573, 8.425817, 220.7568, 0.2730827, 1333.885, 998.1169, 1587.256, 958.5067, 526.6555, 417.3495, 1362.284, 740.2173, 2099.351, 1575.105, 769.8222, 1301.987, 1001.917, 2471.323, 1941.961, 2149.192, 746.1194
111.7, 34.46291, 144.5694, 186.8739, 1622.015, 1287.538, 709.7275, 639.6115, 426.2802, 431.6048, 2558.562, 754.1096, 1100.805, 57.71761, 835.5059, 0.002192155, 452.3045, 707.4208, 258.992, 1088.128, 387.528, 8.076985, 210.3477, 0.2615712, 1301.417, 1027.8, 1515.192, 936.6784, 568.1616, 398.9142, 1335.199, 704.8716, 2047.177, 1553.109, 736.6011, 1333.476, 954.0906, 2460.555, 1862.237, 2348.024, 713.8052
111.8, 32.98235, 138.2335, 178.9962, 1581.603, 1225.983, 679.1746, 675.2634, 452.6101, 412.8934, 2549.167, 721.4106, 1110.694, 55.3184, 884.0049, 0.002094127, 432.6226, 750.7427, 247.2462, 1041.732, 370.7982, 7.742595, 200.4295, 0.250545, 1275.252, 977.3317, 1523.454, 924.629, 542.2726, 381.2931, 1370.182, 703.9484, 2166.318, 1548.099, 704.8136, 1271.774, 1007.814, 2491.16, 1892.977, 2249.715, 682.8904
111.9, 31.56539, 132.1753, 196.9329, 1545.762, 1167.371, 679.5034, 647.4185, 432.9754, 394.9931, 2441.737, 690.1294, 1150.488, 53.01892, 848.3253, 0.002000484, 413.7971, 710.6824, 236.0332, 997.3135, 354.7906, 7.422048, 190.9789, 0.2399836, 1284.547, 929.3413, 1454.287, 913.2514, 589.216, 364.4505, 1310.903, 725.3397, 2068.175, 1568.358, 674.3979, 1248.754, 959.7063, 2453.497, 1815.264, 2290.526, 653.3145
112, 30.2093, 126.3826, 188.6311, 1532.74, 1111.561, 650.2516, 620.7217, 414.1924, 377.8689, 2392.397, 693.0012, 1118.401, 50.81503, 814.0858, 0.001911028, 395.7909, 739.4371, 225.3287, 954.7894, 339.4742, 7.114772, 181.974, 0.2298674, 1286.567, 940.2043, 1388.26, 871.4139, 562.3676, 348.3518, 1306.451, 769.0087, 2006.056, 1499.041, 660.3039, 1190.972, 991.9943, 2514.04, 1938.062, 2261.57, 625.0196
112.1, 28.91147, 156.1248, 180.6793, 1485.862, 1058.419, 622.2592, 595.1259, 396.2243, 444.9636, 2526.265, 662.9518, 1072.95, 48.70274, 833.7206, 0.001825572, 378.5681, 699.9801, 215.1096, 1021.972, 324.8189, 6.820218, 173.3936, 0.2201776, 1319.47, 1000.341, 1533.531, 869.5349, 536.7425, 332.9642, 1261.282, 732.2882, 1915.174, 1449.31, 631.809, 1186.296, 1100.555, 2464.898, 1875.841, 2222.862, 597.9501
112.2, 27.6694, 149.2826, 173.0627, 1448.497, 1007.818, 595.4717, 614.4532, 379.0357, 425.673, 2419.8, 634.2055, 1066.15, 46.67826, 800.0706, 0.001743937, 362.0948, 662.6285, 205.354, 1075.817, 420.5951, 6.537858, 165.2178, 0.2108963, 1262.91, 951.2207, 1494.428, 888.7999, 512.2851, 318.2564, 1387.393, 697.3212, 1828.408, 1440.269, 671.8633, 1316.158, 1048.021, 2462.478, 1879.941, 2230.02, 648.5052
112.3, 26.48069, 142.7401, 165.7672, 1530.845, 959.6364, 610.8421, 589.1158, 362.5927, 407.2187, 2339.642, 683.3198, 1022.822, 44.73793, 767.7786, 0.001665953, 346.3384, 627.2701, 196.0409, 1029.945, 402.4378, 6.267188, 157.4276, 0.2020062, 1208.774, 973.6976, 1500.556, 858.6074, 488.9421, 304.1982, 1335.906, 664.0238, 1869.789, 1397.99, 642.8696, 1255.257, 997.9938, 2360.645, 1895.265, 2206.937, 699.8154
112.4, 25.34305, 136.4845, 158.7792, 1464.292, 913.7579, 584.5461, 601.7112, 346.8631, 389.5645, 2381.706, 665.9393, 981.2553, 42.87826, 736.79, 0.001591456, 331.2675, 702.808, 187.1501, 1049.635, 385.0643, 6.007723, 150.0046, 0.1934908, 1321.822, 925.8857, 1432.428, 856.527, 570.9224, 290.761, 1442.42, 699.6202, 1785.08, 1486.766, 680.5643, 1197.174, 950.3549, 2392.487, 1874.617, 2265.386, 738.6887
112.5, 24.25428, 130.5029, 152.0858, 1400.633, 870.0728, 559.3822, 576.8993, 331.8158, 372.6756, 2327.331, 637.0634, 960.5304, 41.09589, 707.0522, 0.001520291, 316.8525, 701.9077, 178.6625, 1004.88, 368.4409, 5.759001, 142.9317, 0.1853345, 1265.161, 904.0805, 1504.442, 849.5971, 544.9075, 277.9174, 1380.016, 666.213, 1704.209, 1480.898, 651.195, 1187.728, 904.9901, 2395.246, 1904.65, 2237.276, 706.6962
112.6, 23.21229, 124.7835, 145.6746, 1443.314, 828.4762, 535.3015, 666.2812, 352.3631, 356.519, 2229.25, 620.1293, 921.495, 39.38762, 678.5146, 0.001452308, 303.0648, 664.4532, 170.5598, 998.5813, 352.5351, 5.520576, 136.1922, 0.1775219, 1234.429, 859.6871, 1436.138, 810.6758, 520.078, 265.6411, 1380.067, 763.2626, 1767.361, 1489.512, 675.4878, 1174.856, 932.2088, 2461.873, 1861.924, 2244.103, 676.0894
112.7, 22.21506, 119.3148, 139.5337, 1484.723, 788.8683, 555.6453, 669.4412, 360.9745, 519.0018, 2290.321, 640.7547, 961.4664, 37.75035, 651.1288, 0.001387364, 289.877, 628.9974, 162.8246, 1015.592, 337.316, 5.292021, 129.7705, 0.1700387, 1260.851, 901.479, 1460.85, 949.5519, 496.3799, 253.9071, 1434.589, 726.8165, 1733.666, 1448.266, 653.9461, 1141.882, 887.7101, 2470.817, 1886.126, 2230.085, 748.1923
112.8, 21.26068, 114.0857, 133.6516, 1479.567, 751.1539, 531.7255, 704.0724, 345.315, 496.5014, 2304.987, 612.9708, 972.1104, 36.18114, 698.4301, 0.001325325, 277.2631, 595.4336, 155.4403, 972.2887, 322.7539, 5.072929, 123.6516, 0.1628709, 1252.784, 992.9891, 1394.526, 906.0515, 473.7617, 556.8802, 1372.524, 692.1107, 1692.744, 1412.013, 635.6933, 1152.211, 887.6146, 2394.67, 1848.951, 2208.345, 715.7882
112.9, 20.34729, 109.0858, 128.0175, 1470.36, 715.2426, 623.3725, 675.0396, 330.3349, 474.9764, 2316.435, 639.9288, 932.6044, 34.67715, 763.3314, 0.00126606, 265.1981, 563.6607, 148.3908, 930.8316, 308.8205, 4.862908, 117.8213, 0.1560053, 1199.082, 975.0482, 1493.709, 864.5439, 452.1741, 532.2814, 1361.697, 659.0621, 1616.056, 1435.988, 608.2604, 1122.616, 880.9183, 2373.293, 1795.305, 2267.138, 722.2524
113, 19.47315, 119.1238, 135.2983, 1453.781, 681.0482, 622.5637, 647.2039, 360.3343, 454.3847, 2232.198, 612.1807, 894.7039, 33.23569, 732.5223, 0.001209446, 253.658, 642.6985, 141.661, 1021.372, 295.4885, 4.661582, 112.2658, 0.1494291, 1193.21, 927.17, 1455.154, 824.9378, 431.5702, 508.7693, 1302.785, 627.5916, 1655.839, 1372.521, 649.5009, 1070.671, 838.868, 2275.148, 1861.549, 2264.782, 745.7847
113.1, 18.63656, 113.9031, 129.5948, 1394.899, 648.4885, 595.7631, 620.516, 344.7026, 434.6857, 2170.039, 585.6359, 858.3436, 31.85415, 702.9567, 0.001155363, 242.6202, 608.4036, 135.2364, 977.8222, 282.7321, 4.46859, 106.9723, 0.1431301, 1259.166, 976.1694, 1475.478, 886.8089, 411.9051, 486.2957, 1246.421, 597.6238, 1653.212, 1386.737, 621.4722, 1108.722, 798.825, 2259.69, 1814.371, 2213.437, 713.4849
113.2, 17.83591, 151.5694, 124.1317, 1334.256, 617.4854, 691.2611, 594.9286, 329.749, 415.8407, 2253.42, 576.8214, 875.4893, 30.53003, 674.5844, 0.001103698, 232.0626, 621.6653, 129.1032, 936.1292, 270.5265, 4.283589, 101.9284, 0.1370966, 1205.191, 928.2361, 1428.458, 846.1828, 393.136, 464.8148, 1339.842, 569.087, 1634.285, 1325.447, 663.0468, 1179.554, 882.1752, 2311.185, 1779.155, 2236.196, 725.0196
113.3, 17.06966, 144.9267, 118.8988, 1331.93, 776.2709, 661.5032, 570.3964, 315.4442, 397.8127, 2158.453, 639.9418, 961.84, 29.26096, 647.3573, 0.001054344, 221.9645, 796.1568, 123.2482, 1045.701, 258.8477, 4.106246, 97.12231, 0.1313175, 1153.529, 882.6566, 1363.604, 807.4178, 375.2223, 444.2828, 1327.527, 541.9129, 1626.647, 1344.193, 650.3409, 1124.973, 957.8892, 2215.608, 1827.978, 2256.012, 693.6191
113.4, 16.33633, 192.8243, 123.5623, 1360.227, 825.0331, 633.0264, 546.8758, 301.7599, 380.5662, 2209.844, 612.1932, 922.7514, 28.04463, 621.2291, 0.001007196, 212.3058, 779.2322, 117.6586, 1081.319, 247.6731, 3.936246, 92.54284, 0.125782, 1164.722, 839.3151, 1335.387, 930.272, 358.1247, 424.6577, 1270.093, 591.8759, 1687.414, 1365.124, 622.2759, 1218.296, 974.2207, 2253.59, 1775.729, 2235.161, 801.9307
113.5, 15.6345, 184.3736, 221.619, 1337.91, 785.5898, 699.7428, 712.5552, 288.6692, 454.0155, 2231.687, 604.0971, 1044.935, 26.87887, 694.272, 0.0009621571, 203.0673, 737.6517, 112.3226, 1134.703, 236.9809, 3.773284, 88.1793, 0.1204798, 1204.96, 798.1018, 1404.99, 887.6548, 341.8063, 405.8995, 1326.376, 584.1329, 1802.147, 1304.789, 595.422, 1186.692, 927.7167, 2279.366, 1899.779, 2180.709, 767.1993
113.6, 77.97151, 176.2933, 212.2766, 1392.05, 806.1996, 768.1384, 683.1725, 276.1465, 585.4183, 2137.637, 599.697, 1002.47, 25.76157, 695.9445, 0.0009191321, 194.2309, 819.1358, 107.2286, 1086.32, 226.7503, 3.617068, 316.4341, 0.1154011, 1331.501, 921.7591, 1417.05, 846.9899, 537.7238, 387.9699, 1345.886, 652.9545, 1775.24, 1247.121, 569.727, 1139.294, 996.4968, 2370.691, 1875.552, 2201.093, 863.1703
113.7, 74.62177, 168.5672, 223.3669, 1382.432, 852.9706, 791.7944, 655.0015, 264.1669, 753.8465, 2117.824, 583.2362, 1036.612, 24.69071, 667.8553, 0.000878031, 185.779, 787.7796, 102.3656, 1146.806, 216.9614, 3.46732, 355.7753, 0.1105365, 1298.766, 876.4976, 1352.714, 852.7797, 513.2216, 370.8323, 1445.069, 621.7756, 1759.571, 1192.002, 545.1408, 1275.399, 948.9294, 2272.654, 1798.554, 2348.571, 1010.462
113.8, 71.41592, 161.1796, 249.1475, 1322.331, 812.1917, 862.8418, 627.9921, 252.7071, 721.1649, 2028.572, 557.9464, 994.4846, 23.66436, 791.7353, 0.0008387679, 177.6949, 796.4841, 97.72313, 1097.908, 207.5951, 3.323772, 339, 0.105877, 1310.393, 1003.102, 1394.833, 1001.26, 489.836, 354.4518, 1437.405, 652.6774, 1771.983, 1139.319, 521.6157, 1271.413, 937.9131, 2350.148, 1884.31, 2306.609, 966.6993
113.9, 68.34781, 154.1158, 238.6446, 1322.182, 870.5938, 894.1071, 602.0965, 241.7444, 689.9, 2056.314, 654.3268, 1075.651, 22.68068, 759.7798, 0.0008012605, 169.9625, 753.983, 93.29121, 1116.848, 198.6331, 3.186166, 323.0156, 0.1014139, 1416.271, 953.8464, 1425.265, 955.3911, 467.5159, 338.7947, 1375.218, 621.5118, 1868.196, 1220.747, 499.1057, 1376.991, 997.0932, 2276.626, 1806.952, 2272.027, 1017.48
114, 65.41151, 147.3615, 250.7867, 1264.701, 828.9723, 855.6169, 577.2687, 231.2573, 659.9907, 2049.995, 625.9545, 1031.938, 21.73789, 750.3361, 0.0007654303, 162.5667, 737.7877, 89.0603, 1146.233, 190.058, 3.054257, 307.7849, 0.09713887, 1355.561, 907.0093, 1374.964, 988.7009, 446.2129, 323.8293, 1332.221, 591.8344, 1858.989, 1222.974, 591.1409, 1400.018, 949.4973, 2277.645, 1823.556, 2200.504, 1086.196
114.1, 62.60135, 140.9033, 280.6073, 1267.738, 789.3406, 818.7838, 672.8102, 221.2251, 754.7853, 1963.601, 598.8124, 990.0002, 20.83428, 767.8984, 0.0007312023, 155.4926, 863.1682, 85.02126, 1134.282, 181.8531, 2.92781, 293.2724, 0.0930441, 1355.45, 970.162, 1453.188, 943.407, 425.8806, 309.525, 1274.584, 628.4259, 1774.769, 1168.922, 565.6307, 1335.237, 1032.197, 2242.344, 1835.547, 2336.78, 1039.153
114.2, 59.91193, 134.7281, 278.6548, 1264.012, 751.6037, 795.108, 645.0665, 211.6281, 778.5609, 2009.803, 572.8472, 1101.201, 19.96824, 763.4854, 0.000698505, 148.7264, 817.1088, 81.16539, 1235.815, 174.0024, 2.806597, 279.4441, 0.08912195, 1351.325, 922.5237, 1457.98, 900.188, 583.5872, 295.8525, 1398.269, 645.5402, 1907.167, 1150.954, 615.4896, 1323.865, 982.9252, 2406.404, 1789.272, 2238.942, 994.1472
114.3, 72.00063, 128.8235, 283.8829, 1277.279, 823.7797, 760.8797, 618.4667, 202.4475, 762.0137, 2007.024, 548.0079, 1060.623, 19.1382, 732.6701, 0.0006672697, 142.2546, 773.5071, 77.4844, 1250.695, 166.4906, 2.690403, 358.9517, 0.08536512, 1323.868, 877.2247, 1391.786, 938.3122, 556.9952, 282.784, 1458.632, 632.6183, 1820.764, 1192.754, 592.6595, 1262.608, 936.0056, 2306.89, 1838.84, 2145.2, 1096.431
114.4, 68.9074, 123.1778, 271.9157, 1221.75, 909.5604, 728.1248, 592.9639, 193.6651, 870.6587, 1975.05, 666.7941, 1081.582, 18.34266, 752.955, 0.0006374313, 136.0644, 837.4383, 73.97034, 1197.367, 159.3031, 2.579019, 342.0265, 0.08176666, 1371.738, 892.3094, 1328.596, 965.3869, 531.615, 270.2927, 1395.526, 744.6068, 1738.276, 1267.053, 581.4773, 1330.696, 891.3257, 2313.157, 1803.093, 2275.017, 1048.945
114.5, 65.94706, 158.4501, 289.0577, 1261.964, 866.076, 723.5115, 613.991, 185.2637, 854.8518, 1986.149, 637.8812, 1215.096, 17.58019, 806.8157, 0.0006089271, 130.1436, 792.7518, 70.61566, 1169.28, 331.9804, 2.472247, 325.8994, 0.07831988, 1386.795, 848.494, 1307.989, 921.1611, 507.3912, 258.3532, 1335.15, 709.0515, 1939.326, 1276.181, 556.384, 1294.174, 960.7542, 2333.393, 1779.334, 2179.765, 1003.516
114.6, 110.7793, 161.2069, 276.8724, 1317.35, 868.3302, 906.79, 588.6727, 250.9037, 841.62, 2025.492, 610.2219, 1212.89, 16.84942, 789.863, 0.0005816976, 124.4805, 821.5502, 67.41312, 1247.552, 317.6487, 2.369895, 310.5328, 0.07501841, 1327.349, 806.83, 1376.267, 878.9612, 484.2712, 246.9411, 1372.717, 675.194, 1871.26, 1258.394, 532.3737, 1324.384, 914.893, 2308.485, 1851.796, 2173.011, 1020.765
114.7, 151.3732, 181.6303, 365.4183, 1260.079, 954.6816, 867.7538, 678.5901, 240.0193, 845.6541, 1952.641, 583.762, 1163.599, 16.14902, 826.7582, 0.0005556857, 119.0637, 828.2542, 64.35581, 1194.358, 303.9356, 2.27178, 295.8907, 0.0718561, 1324.146, 844.8289, 1313.782, 952.6809, 462.2047, 236.0331, 1351.736, 642.9532, 1840.983, 1202.777, 526.3717, 1263.103, 904.688, 2296.845, 1834.845, 2122.917, 1030.874
114.8, 181.0141, 190.6883, 350.014, 1205.298, 935.7089, 941.309, 650.608, 229.607, 915.3932, 1916.482, 558.4495, 1180.931, 15.47774, 851.9217, 0.0005308369, 113.8827, 784.0579, 61.43716, 1218.479, 290.8145, 2.177727, 281.9389, 0.06882709, 1375.427, 897.0519, 1312.058, 909.0371, 441.1437, 225.6069, 1402.287, 612.252, 1994.739, 1220.074, 503.6565, 1312.322, 861.5031, 2318.694, 1824.985, 2146.925, 986.2268
114.9, 173.2375, 195.0486, 348.7002, 1226.636, 957.8596, 900.7869, 665.0079, 228.2696, 897.4926, 1930.005, 619.6248, 1193.346, 14.83436, 817.537, 0.0005070994, 108.9271, 803.6025, 58.65088, 1166.525, 278.2599, 2.087568, 268.6451, 0.06592577, 1316.468, 947.0751, 1297.677, 867.3927, 569.5391, 215.6413, 1395.283, 583.0167, 1949.262, 1338.562, 481.9215, 1276.887, 896.6888, 2266.035, 1828.222, 2057.036, 1130.766
115, 165.7951, 186.5005, 334.0006, 1173.308, 912.0661, 905.9554, 741.2134, 218.367, 992.0718, 1955.08, 592.7572, 1195.262, 14.21772, 784.5401, 0.0004844233, 104.1872, 793.1979, 55.99096, 1252.462, 266.2473, 2.001142, 365.4264, 0.06314675, 1260.036, 900.5704, 1238.76, 913.3409, 543.5873, 206.1159, 1433.749, 555.1774, 1860.952, 1299.339, 461.1245, 1266.097, 853.8857, 2300.9, 1807.145, 2076.203, 1081.793
115.1, 158.6723, 178.327, 390.3229, 1122.299, 915.7213, 866.9553, 710.649, 208.894, 949.0624, 1900.869, 567.0546, 1158.582, 13.62672, 752.875, 0.0004627612, 99.65351, 750.8721, 53.45168, 1231.294, 494.5316, 1.918294, 348.196, 0.06048487, 1299.287, 856.3493, 1182.519, 871.4994, 518.818, 197.0113, 1407.98, 528.6674, 1948.56, 1339.036, 441.225, 1265.45, 813.1259, 2360.953, 1732.955, 2080.659, 1034.941
115.2, 151.8556, 170.5117, 373.8687, 1140.651, 1275.908, 856.4985, 681.3449, 220.3592, 907.9175, 1838.454, 568.508, 1170.574, 13.06028, 722.488, 0.0004420678, 95.31712, 710.8049, 51.02755, 1197.508, 473.1824, 1.838876, 403.8912, 0.05793521, 1243.592, 921.696, 1219.402, 897.1696, 495.1773, 188.3088, 1347.065, 503.4233, 1860.282, 1362.935, 422.1843, 1206.895, 774.3116, 2319.617, 1841.859, 2048.576, 990.1178
115.3, 145.3317, 163.0389, 358.1082, 1221.154, 1214.909, 910.7112, 653.2492, 267.4794, 868.5563, 1903.402, 543.8569, 1235.703, 12.51739, 857.3705, 0.0004222998, 91.16942, 672.8757, 48.71336, 1236.874, 452.7549, 1.762745, 384.8471, 0.05549302, 1244.663, 937.605, 1253.803, 856.0688, 472.6139, 179.9907, 1288.786, 479.3847, 1959.681, 1385.079, 512.0371, 1312.557, 737.3501, 2279.797, 1766.244, 2010.753, 947.236
115.4, 139.088, 159.889, 343.012, 1203.621, 1156.827, 871.5063, 626.3121, 255.8759, 884.2661, 1935.585, 634.1532, 1185.485, 11.99706, 860.7071, 0.0004034157, 87.20221, 636.9705, 46.50412, 1237.838, 433.2092, 1.689767, 423.0507, 0.05315378, 1271.684, 1116.022, 1259.937, 816.851, 451.0786, 172.0401, 1353.096, 456.4939, 1870.899, 1349.016, 489.9405, 1340.655, 702.153, 2239.086, 1850.062, 1981.624, 906.2114
115.5, 133.1127, 152.8817, 402.1539, 1255.621, 1101.521, 883.6974, 600.4857, 411.2488, 845.9304, 1854.014, 606.6556, 1261.044, 11.49837, 825.9678, 0.000385376, 83.40763, 683.0744, 44.39508, 1237.595, 414.5074, 1.61981, 498.5298, 0.05091315, 1361.025, 1061.221, 1269.458, 808.8688, 430.5246, 164.4407, 1329.28, 434.6961, 2024.301, 1326.555, 641.0998, 1278.62, 668.6359, 2259.068, 1835.868, 1989.745, 979.4677
115.6, 127.394, 146.1816, 385.2009, 1205.5, 1048.859, 925.9616, 575.7243, 393.4084, 876.5483, 1844.282, 580.3503, 1246.518, 11.0204, 864.8973, 0.0003681431, 79.77817, 646.6249, 42.38169, 1281.098, 396.6129, 1.552749, 603.8373, 0.04876697, 1374.05, 1009.112, 1387.766, 878.9512, 410.9071, 157.1769, 1281.129, 413.9392, 1992.854, 1313.424, 694.9483, 1308.849, 636.7189, 2232.911, 1810.023, 1906.437, 937.0472
115.7, 121.921, 153.8925, 368.9626, 1225.382, 998.7152, 886.1002, 551.9839, 376.3419, 871.0735, 1766.558, 555.1856, 1334.208, 10.56231, 829.9889, 0.0003516807, 76.30664, 612.1205, 40.4596, 1255.319, 379.4909, 1.488465, 575.3655, 0.04671125, 1360.703, 959.561, 1388.889, 872.1325, 392.1836, 150.234, 1329.437, 394.1734, 1902.57, 1367.582, 696.6438, 1354.618, 606.3253, 2140.571, 1918.461, 1880.026, 947.1616
115.8, 116.6831, 147.1481, 385.2921, 1289.198, 950.9684, 877.0019, 529.2225, 360.0158, 833.3097, 1692.11, 531.1121, 1530.685, 10.12325, 834.6727, 0.0003359545, 72.98618, 616.8766, 38.62469, 1201.794, 363.1081, 18.2764, 786.1522, 0.0447422, 1372.938, 912.4432, 1524.615, 832.1788, 374.3132, 143.5978, 1377.583, 375.3515, 2185.233, 1517.905, 806.3456, 1313.026, 577.3826, 2120.757, 2059.667, 1870.042, 906.1402
115.9, 111.6703, 140.6992, 369.05, 1270.48, 905.5044, 839.2481, 507.3997, 344.3979, 820.7831, 1692.682, 608.1752, 1468.479, 9.702447, 864.7837, 0.0003209316, 224.0541, 583.9596, 36.87299, 1321.905, 347.4325, 17.51975, 749.0839, 0.04285615, 1435.026, 867.6392, 1455.395, 854.8309, 357.2571, 137.2548, 1317.983, 465.1129, 2101.158, 1951.423, 988.5054, 1412.784, 549.8215, 2190.886, 2071.869, 1838.281, 933.8109
116, 106.8728, 134.533, 378.4406, 1215.246, 862.2139, 803.1196, 588.8243, 329.4576, 891.3408, 1690.393, 581.8041, 1517.181, 9.299134, 829.8799, 0.0003065804, 265.5896, 627.819, 35.20074, 1265.54, 332.4337, 16.79443, 713.7634, 0.0410496, 1373.512, 825.0351, 1643.371, 906.9561, 340.9782, 131.1919, 1417.619, 442.9035, 2078.254, 1949.17, 1041.289, 1347.411, 523.5759, 2128.007, 2206.508, 1824.903, 893.3677
